"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0.000118824658000188,0.000112253072300345,0.000127048880887412,0.000120956823646991,0.000120343489616565,0.000122176825490924,0.000113348966858172,0.00013004534600435,0.000106786022620864,0.000121603210142555,0.000105604429436306,0.000143051200878977,0.000114246354173684,0.000120922784407936,0.000125783905862103,0.000119735200755344,0.000111044946839318,0.000105007292138051,9.72713391266213e-05,0.000128282466043532,0.000136773836740981,0.000101492187424025,0.000119132095805661,0.000117795295607053,0.000154864666619356,0.000140271003659807,0.000129177755669383,0.000128834839698898,0.000133471061528567,0.000127450614162611,0.000121344699071318,0.000128886540026575,0.000134618061976415,0.000135196226690005,0.00011492234796394,0.000123169289297869,0.00013137365637927,0.000112641000680332,0.000115585415470481,9.45799791760947e-05,9.93370631563479e-05,0.000123119901594751,0.000129775512084209,0.000107247236627354,0.000126068431274746,0.000110448351758497,0.000111919085845577,0.000114125202509535,0.0001343105185226,0.00011821777051679,0.000133808512951004,0.000111520230490254,0.000108638549062306,0.000132553027639239,0.00012564991100938,0.000120338070069772,0.000128480475045725,0.000130192626856289,0.000129139298413309,0.000118468334764484,0.000124024548091229,0.000106572201425417,0.000109542764513328,0.000118005421143883,0.000133149057218284,0.000155330416330355,0.000140273835686349,0.000125869377571601,0.000148229471631281,0.000145471097150616,0.000161375616598947,0.000145704570356779,0.000120126652090099,0.000114381338193223,0.00012169157531086,0.000131852502071327,0.000107932964763436,9.98947756568725e-05,0.000130333541452219,0.000112048425257292,0.000122029039320922,0.000136260534841754,0.000141789185942983,0.000126450879326845,0.000115710714631417,0.000140894643086497,0.000125281716697654,0.000128013068855264,0.000117592487966087,0.000127051188150441,0.000118019048921473,0.000120648699116263,0.000122724012122031,0.000107972926887635,0.000150999483291237,0.000135489387790274,0.000136242384316402,0.000123563859171591,0.000131029567666473,0.000116967981373726
0.000145223121221961,0.000139632102393509,0.000139153257679768,0.00012868540675042,0.000126106059160281,0.00012842051216781,0.000124575753608983,0.000120633996904819,0.000143723230090837,0.000131675617400624,0.000170674864809467,0.000136922509980305,0.000151719309251891,0.000141784201445675,0.000160065181635728,0.000128282767069085,0.000144420295074785,0.000130913438127745,0.000157102737378245,0.0001308774213505,0.000149327934027495,0.000143628948322516,0.000143907399981603,0.000111932603678002,0.00013588594162367,0.000137457185041622,0.000149333266989983,0.000144753768672861,0.000120884327435696,0.000131540307401146,0.000152209622426672,0.000139174505027823,0.000174069631301565,0.000143268095133367,0.000150827843072867,0.000121359350412106,0.000126787401902129,0.000126474627516687,0.000126607432719256,0.000154188305411273,0.000142707782415157,0.00013803110307028,0.000122372521454771,0.000134255208634744,0.000152514647849075,0.000132236826975407,0.000142421285715406,0.000116990501794163,0.000175492869247291,0.000126882796651546,0.000147035046272758,0.000133669362622127,0.00011844078442663,0.000132075702992749,0.000132818914258252,0.000142371697220108,0.000127402826194314,0.000141063436230653,0.000152203312909876,0.000136321959609014,0.000137764313375352,0.000128385141168839,0.000142212125618557,0.00014074505326934,0.000156436611578582,0.00014387087400201,0.000119475519562609,0.00013903498803977,0.000133413597415909,0.000151506914711393,0.000131450570786804,0.000127604276895748,0.000131721034959283,0.000143377609088502,0.000117571008132202,0.000139142310334581,0.000134302341776026,0.000131670142120399,0.0001324699233262,0.000119768233698754,0.000156577275345301,0.000146247875678957,0.000121444594865562,0.000150943128375106,0.000159713398839299,0.000121622699726067,0.000133425453664206,0.000158032808598291,0.000137535262448371,0.000145343435815001,0.000111920268234446,0.000159094896135833,0.000172743496483507,0.000117216386366158,0.00016367022896863,0.000139538086249891,0.000145572481064292,0.000129543213694832,0.000138245603185177,0.000145385035505291
0.000229696275297203,0.000205066346263487,0.000167673818226449,0.000150342310293728,0.000143383484472834,0.000161353401026645,0.000201043464523989,0.000150684089703222,0.000177640462240529,0.00018246152898188,0.000241033159049237,0.000187633894978833,0.000165011080413623,0.000190056768725418,0.000154818394154741,0.000156610645356029,0.000174691146470001,0.000206925268399604,0.000169806495322802,0.000164709013387859,0.000165384547225433,0.000191019124852833,0.000158724137503172,0.00016861470170525,0.000174434002869908,0.000227891812512481,0.000163953752462015,0.00019219321924718,0.000167741945261399,0.000188960642968426,0.000224682890350381,0.000153108613983705,0.000162663917520555,0.000172386135150896,0.000148204907823773,0.000177888245417377,0.000211884646323922,0.000161754435662313,0.000188730042682491,0.000198961488765599,0.000180537801398031,0.000171816906980014,0.000167510300411385,0.000200521532981523,0.000189518863597683,0.000171784876234416,0.00017350377679948,0.000205750407517216,0.000188085212455986,0.00016457970077672,0.000193139087430812,0.000174630129557113,0.00014074072422518,0.000200559546248978,0.000214313142054143,0.000182207906738687,0.000175995410094208,0.000153776562987493,0.00020555796499209,0.000190192769756725,0.000185431484102853,0.000204438677835371,0.000174181781690182,0.000217638839020409,0.000200296069964797,0.00021559924153724,0.000209243306861171,0.000176073940466502,0.000181235608588193,0.000179531345699765,0.000190070802794052,0.000163665552598623,0.000168338710508698,0.000157861282162582,0.0001980039161803,0.000202055713096273,0.000207081873551305,0.000179160363393038,0.000177456736934441,0.000182628211024441,0.000188248168981436,0.000186018716390562,0.000161889676258887,0.000179110412854148,0.000189077772814577,0.000189836884349163,0.000198254578917911,0.000187864934710695,0.000215082358487692,0.000146636572851866,0.000153672528926659,0.000208186384563628,0.000184582230909512,0.000164958974904125,0.00017756763042068,0.000158225687648452,0.000194013018020368,0.000192533373080754,0.000188848889564503,0.0002100136913587
0.000301432933351202,0.000331793369957763,0.00026792363976594,0.00024179930642078,0.000263883888010371,0.000273491208636862,0.00025775437406398,0.00022529615614633,0.000239397025728841,0.000268961198142611,0.000329039535060312,0.000294270527082805,0.000267904269141321,0.000269280738244178,0.000286819620531877,0.000217361604028765,0.000248616422552972,0.000291561265158448,0.00026809859980292,0.000233597932531558,0.000320963582609225,0.000265704394725907,0.000215485271983814,0.000280628784161182,0.000251488275946781,0.0002856461522172,0.000258023534780615,0.000265124122573656,0.000286940484360153,0.000355853405700019,0.000330651473899467,0.000226826113754892,0.000254722656451299,0.000274011970365155,0.000284966050734381,0.000231605636223811,0.000269209088823613,0.000243964389965194,0.000305176249276438,0.000235609679620371,0.00024765519619419,0.000226629163034064,0.000275692962465703,0.000260337701257329,0.000296004386428502,0.000265179963534016,0.000268506161340695,0.000206440219645607,0.000261472123292869,0.000258169916481171,0.000272501955415242,0.000258282475499974,0.000276557959132559,0.000266667274922855,0.000278709992295781,0.000268443697437725,0.000200782770959977,0.000215028060381505,0.000298934623661488,0.000286461200930245,0.000323155321687218,0.000292153802219773,0.000196316467893526,0.000264206134041002,0.00031304110208226,0.000321458098630882,0.000265684856057102,0.000275700488706787,0.000287935309022163,0.000286612001342495,0.00032493782683203,0.000240796556204086,0.000298281480012487,0.000203813230197345,0.000234207906174477,0.000249703333649155,0.000241094633029366,0.000262580569205978,0.000270467426648783,0.000213160780104738,0.000324411819796544,0.00030021793453809,0.000251769247509875,0.000246853689349263,0.000248473872636351,0.000284547954046468,0.000238807755366819,0.000307061734046077,0.000244274220131832,0.000293901690210756,0.000254626329264752,0.000276956204624212,0.000328599218797088,0.000258805943861958,0.0002004657655425,0.000277071503536556,0.000309688206275984,0.000303909757142948,0.000229946648460017,0.000286081170370825
0.000622358496375552,0.000509962690585258,0.00042298413169004,0.000353303859417389,0.000422910359498465,0.000417612158347325,0.000429531179439448,0.000384641897196388,0.000454375334915109,0.00044107641742839,0.000449248625521111,0.000489748648185442,0.000448173158532995,0.000377728137008279,0.000357719420634798,0.000315142795095019,0.000459313430231321,0.000549404554820991,0.000386729535281732,0.000348839818976615,0.000551240420425433,0.000466605061745844,0.000370118341294991,0.000423908439712751,0.000392167267287643,0.000590514054229975,0.000491635381100405,0.000408452982667745,0.000440577433128127,0.000487629972129156,0.00042508128170819,0.000404282002418902,0.0003756558651161,0.000405223199436155,0.000488966638792967,0.000383692739549662,0.000397584976230778,0.000358866804685188,0.000437937678281192,0.000353177322920456,0.000381372258182791,0.000423961361486234,0.000537836487991613,0.000411585962246417,0.000428164907399448,0.000443958867456656,0.000345161652618848,0.000395808974929609,0.0004076624157865,0.000428975082953276,0.000506520825025814,0.000534723980423745,0.000354410659635602,0.000411889567429199,0.000497359902957802,0.000369899284721182,0.000429199847514669,0.000396240401976756,0.00046375837310709,0.000375886690481037,0.000573568270525557,0.000512963796205591,0.000323329274894373,0.000503839787197551,0.00054504896096392,0.000572659809452251,0.000347562949176165,0.000472689595714905,0.000558474005542579,0.000437998000953907,0.000531947014953596,0.000426986439986894,0.000467446013236766,0.00035073974615557,0.000288945526092043,0.000366498666803943,0.000441173007681088,0.000392355912114467,0.000375148683114209,0.0003814281577721,0.000513821809398063,0.000459211910985905,0.000390461691185568,0.000338609263615967,0.000450957172994649,0.000499155851288733,0.000436169263536173,0.000550891327538904,0.000369776870968612,0.000539999199679459,0.000375501650536981,0.000488522749878908,0.00045895996502684,0.000426916239991328,0.000280171785465507,0.000382387271527168,0.000509310667703727,0.000571670706180394,0.000428390986298104,0.000572009861728909
0.000890466696096729,0.00103349957838328,0.000549618153036607,0.000573803959886158,0.000689531282582009,0.000841678124868317,0.000707591017468672,0.000551802746509097,0.00102860671811197,0.000835213816845203,0.000688112306328419,0.000795265828937783,0.000546023513802256,0.000706993578639377,0.000709719938366375,0.00058680158922449,0.00071820613800169,0.000735295218230723,0.000745895045676308,0.000575927371662757,0.000926961875559185,0.000764610827334108,0.000592113064817452,0.00090299725460619,0.000555016159873146,0.00109345245914465,0.000626004936443349,0.000764374708066821,0.000647197721159433,0.0010504351028683,0.00075173861423198,0.000596624739180782,0.000595990830003481,0.000601739600952437,0.00072106256147527,0.000599829745732205,0.000559749811499238,0.000564316251347813,0.000815486266077858,0.000663615895929816,0.000664682716259636,0.000655769861419638,0.000840041028672096,0.000697825707166104,0.00083667873463815,0.000726809698839442,0.000637931888396955,0.000653938467043776,0.000663561579556284,0.000557026499679579,0.000745509878190317,0.000816484378459962,0.000657867131362037,0.00106923548443691,0.000943831906957041,0.000527601233528796,0.000619443420426387,0.000556407298148262,0.000772799725264326,0.000717681849334641,0.00097168045431679,0.000903013406750556,0.000521581388521059,0.000781107370200124,0.00106031240791812,0.00107467186216015,0.000701828187645564,0.000708032774375821,0.000751644425146965,0.000790989023328614,0.000755394450811,0.000646983491811996,0.000781892452610967,0.000742620396899904,0.000612351770990513,0.000748119736806026,0.000713799177863647,0.000656855903224229,0.000862043232185508,0.000705495832964699,0.000966741881261221,0.000796371097552103,0.000505782177014813,0.000562569010089817,0.000902209813536263,0.000641742839153501,0.00055784459953591,0.000957944676710051,0.000588023204263881,0.000721714452631829,0.000521113878042321,0.000769502412035495,0.000729110699064948,0.00070880010448046,0.000467901819921157,0.000615483356644838,0.000761183960027607,0.000960194077648231,0.000600623032727084,0.000863519614856594
0.00190202484073297,0.00158952467542646,0.000991964244308591,0.00105630870693258,0.00102248400481673,0.00124008456476597,0.00125611869441833,0.00102858244017337,0.00150186514392681,0.00113541506360886,0.00134675293865929,0.00124341725027254,0.000966899685556111,0.00103295997777873,0.00102115258673213,0.000923746518876509,0.00102510299781728,0.00136080090741878,0.00117287385546353,0.000853860099933168,0.00128797485690191,0.00134728958582219,0.000976044827564937,0.000941512736160399,0.000818889139089174,0.00168519524773208,0.0010980576598109,0.00135348256114508,0.00098729433931397,0.00175052962678165,0.0009143385307662,0.000890976772890208,0.00126466732184292,0.00110190598118679,0.00120241553716249,0.000816760306600105,0.00096191155236317,0.00072681902338836,0.00105790767069317,0.00099450369721885,0.00101053106005567,0.00115214451187942,0.00120090234752785,0.00110533992185802,0.00114892092630151,0.00111142226704687,0.00101552018599587,0.0009684178992118,0.00108913793592089,0.0009770857642792,0.0013034323533426,0.00145980279622333,0.00093003802740358,0.0015396045758594,0.00144852446287907,0.000914510038395551,0.00107663076096767,0.00101014803181132,0.0014843436697723,0.00132802672787111,0.00136647005139913,0.00135292587390906,0.000929410667268247,0.00129439927585554,0.00173136937825042,0.00203687320616033,0.0011405946844629,0.00123086465736681,0.00146131874280732,0.00146826764468488,0.00134281421672988,0.000839462356846715,0.0011904283206715,0.00106366296666555,0.00102494464343452,0.00110774242161644,0.00101450288858785,0.000987936497242389,0.00141335236134407,0.00125284954532989,0.00160023097164221,0.00149559263773815,0.000960638216728112,0.00113816333639131,0.00145591152664019,0.00121815890502227,0.00106633837860476,0.00152910394492355,0.00101611317797605,0.00122541991082132,0.00085519021704677,0.00141741927949175,0.00115325591626543,0.00103218305120017,0.000774972413149475,0.00100710357538486,0.00126557962181038,0.00149384064828655,0.00113453420600894,0.00148618722132224
0.0031131282391772,0.00253309922941971,0.00126024744726295,0.0017798792591148,0.00183987087792885,0.00180356380736444,0.00178751426682635,0.00148442992578117,0.00254149376559142,0.00206526330102618,0.00207150393753615,0.00251481379852746,0.0017483429385863,0.00148555919920164,0.00163680227103413,0.00173601094077957,0.00164571986081281,0.00164420858747444,0.00160331800861992,0.00132436217669493,0.00237899274494118,0.00243277221883785,0.00142930815698363,0.00164910563367852,0.00130422513145658,0.00260791261970642,0.00156193330778669,0.00177257559086621,0.00145977137931304,0.00255255620935396,0.0020764211239506,0.00154440892928808,0.00126328424580882,0.00164745604091703,0.00224273103100117,0.00141772377020273,0.00140765779715193,0.00145787504712147,0.00202039493841132,0.00181384687769538,0.00161571951482024,0.00146811374307609,0.00205670950534299,0.00191850679575868,0.00189672299833284,0.00211496505890383,0.00161685781506925,0.00165128041141891,0.00143203890382338,0.00155044502402939,0.00223754960515502,0.00197385966785477,0.00136751545173337,0.00221683249713806,0.00261422186332315,0.00188500695958804,0.00158132505826334,0.00145800064696211,0.00203318709919438,0.00196937568410917,0.00291562764608914,0.00214622451171414,0.00106349085386475,0.00186575545689346,0.00338127321004888,0.00313784022974186,0.00178896037972151,0.00224507183273146,0.00249725837485133,0.00174254286354546,0.00303571623677573,0.00131949235603072,0.00249076415643946,0.00195915412996342,0.0012889561226553,0.00194531588137445,0.00174565047195551,0.00178625399715368,0.00198459968782735,0.00196973690833743,0.00308831216056413,0.0020681785865665,0.00141563629354688,0.00138076668086782,0.00222329291321661,0.00198436311138449,0.00150386302118326,0.00254921872774947,0.00164807977954794,0.00227811026811102,0.0015379406604886,0.00231282660093044,0.00187358858097241,0.00153671848522626,0.00118222490082236,0.00143738183302922,0.00195459154265962,0.00246436818902336,0.00186467266488006,0.00248103941390453
0.0051103042585225,0.00390891226583194,0.00192796135430268,0.00209729120309313,0.00296362808465631,0.00373205003684945,0.0029030181084104,0.00185282684039565,0.0035567638417276,0.00242210551787915,0.00381625110870678,0.00293392660841393,0.00250593973589558,0.00243361084106624,0.00289379609099319,0.0018239485305795,0.00223904340853037,0.0029199976042594,0.00242936201054741,0.00207900655772997,0.0041564332138948,0.00365297734332403,0.00222543516381429,0.0025621468785803,0.00218797572747501,0.00352126206669584,0.00256419580996786,0.00263224205147252,0.0027864974068328,0.00469551692551554,0.00292418790995859,0.00237649187838794,0.00191703377664678,0.00244073516916277,0.00322449833806983,0.00264762353261021,0.00217659874751307,0.00194249999540597,0.00335198557865637,0.00215470444853704,0.00249107367263189,0.002332539836819,0.00278316371616741,0.00291770256229532,0.00323147247073034,0.00232580334651208,0.00275944987465192,0.00210921548903623,0.00231835350894435,0.0020295496369436,0.00249191348195417,0.00314749774876506,0.00185091488778796,0.00381112906709331,0.00448498181741653,0.00225580327409943,0.00255575119525091,0.00172296991696885,0.00308110037002876,0.00314591628567806,0.00357886234928116,0.00351091628256558,0.00149826727652958,0.00337463721458928,0.00475528548438492,0.00531038336700245,0.0025662063759487,0.00338067473149855,0.00392730150045038,0.00340252329751147,0.00540180753239182,0.00194396286315584,0.00305235097351965,0.00245170454034033,0.00221276066245812,0.00220432836490333,0.00290536812353711,0.00234868864394485,0.00316544510373253,0.00311373241196986,0.00510360565022642,0.00363853754793983,0.00217719865669798,0.00212152851906465,0.00388531874765172,0.00296763683688803,0.0020548928653871,0.00382243069579304,0.00245533014677949,0.00391804716991338,0.00210490380217054,0.00322072645585571,0.00322872960132649,0.00256405865292692,0.00176964738095924,0.00264211316283104,0.00376006283989927,0.00368370537829263,0.00336587418066367,0.00398662650666396
0.00736978688182994,0.00577520466524169,0.00250254352322775,0.00341545149421344,0.00397100402941185,0.00530514966570795,0.00473312573252381,0.00267813901436964,0.00685203076994651,0.00587747208268599,0.0057107681960734,0.00436080711841005,0.00385143913363264,0.00384373498949166,0.00367614151655269,0.00307953127088938,0.00310323977216742,0.00410096061937932,0.00313539895396126,0.00269491233629354,0.00565638683285418,0.00428376406462341,0.00270624147542155,0.00422795783759712,0.00366862943655595,0.00597113798095173,0.00379647079416329,0.00438743589521529,0.00360538093750056,0.00728547986670543,0.003572669819003,0.00358563601492241,0.00303825480744973,0.00361182136419074,0.00425444210246165,0.00345177594995659,0.00318252415840354,0.0021696015875549,0.00517742105563493,0.00331412836730948,0.00324195619885286,0.00369544592143981,0.00479520792163461,0.00496726509297526,0.00535099510567092,0.00456910932128253,0.00379043714595297,0.0034421549168804,0.00414076331589783,0.00248811073549132,0.00400752101793528,0.00448827776910958,0.00315283334304673,0.00449100792341658,0.00649206136853876,0.00348371749419043,0.00331438039132786,0.00354071146070904,0.00564525968844123,0.00533581148663068,0.00551239685617581,0.00555053169856309,0.00270682568587865,0.00455748483941353,0.00619153124758116,0.00776205454395405,0.00401699778271363,0.00386204536947299,0.00528683820989432,0.00537266538138719,0.00681894508305908,0.00362935559460774,0.00481825719828981,0.00400021873693742,0.00318293564200517,0.00448623817839404,0.00430478560931206,0.00335641467751833,0.00510190886073037,0.00437813188607118,0.00642459639476241,0.00517166124591771,0.00285446013832915,0.00314734666272201,0.00666402106326923,0.00432129397429291,0.00346202639999761,0.0064716430031395,0.00395116352002772,0.00653673162725967,0.00266135916215562,0.00533029149944362,0.00377695560231634,0.00296323351472053,0.00205740657985265,0.00334621147190042,0.00614553971801679,0.00515255752190882,0.00443301361433485,0.00554385950081132
