"subject","v","int","x1","x2","x3","y"
1,31.6417052260043,1,0,1,0.249450619401403,1.57812867777282
1,34.9750385593376,1,0,1,0.249450619401403,1.60831234079479
1,32.3083718926709,1,0,1,0.249450619401403,1.62604364757626
2,5.57807509510064,1,0,1,0.852356087182802,1.13442138951771
2,10.5780750951006,1,0,1,0.852356087182802,1.58983836654054
3,24.8822213210717,1,1,1,1.49968147138243,1.99205604730448
3,18.2155546544051,1,1,1,1.49968147138243,0.940578560518955
4,-4.95043891942031,1,0,1,-2.30211185170866,1.48103919426679
4,-12.617105586087,1,0,1,-2.30211185170866,1.23614153909422
4,-3.61710558608698,1,0,1,-2.30211185170866,1.56894706498279
4,-5.28377225275365,1,0,1,-2.30211185170866,1.39682325618347
5,-12.7863068174856,1,1,1,-0.0378403871597854,0.782387370071166
5,-12.7863068174856,1,1,1,-0.0378403871597854,0.782387370071166
6,-1.27285674219092,1,1,0,-0.203142737871628,1.08276134135323
6,-3.60619007552425,1,1,0,-0.203142737871628,0.889448236065355
6,-0.272856742190923,1,1,0,-0.203142737871628,1.00918740643553
6,-1.93952340885759,1,1,0,-0.203142737871628,0.921426169064077
6,-2.60619007552425,1,1,0,-0.203142737871628,0.689536847036532
6,-9.27285674219091,1,1,0,-0.203142737871628,0.831603480199225
7,3.27895801847367,1,0,0,1.05865841377677,1.77007868316823
7,0.612291351807008,1,0,0,1.05865841377677,1.67704139212262
7,-3.38770864819299,1,0,0,1.05865841377677,1.50267301592511
8,-4.09264182007546,1,0,0,-0.178979564371257,1.31323626146486
8,-5.42597515340879,1,0,0,-0.178979564371257,1.02458450105866
8,0.240691513257868,1,0,0,-0.178979564371257,1.403474412028
8,-7.09264182007546,1,0,0,-0.178979564371257,0.839796747321768
9,-5.81689166770359,1,1,1,0.512450498516852,0.594847427431186
9,-9.48355833437025,1,1,1,0.512450498516852,0.761187399328973
9,-8.15022500103692,1,1,1,0.512450498516852,0.690625650042883
9,-8.15022500103692,1,1,1,0.512450498516852,0.690625650042883
9,-2.48355833437026,1,1,1,0.512450498516852,0.822487138336296
10,34.7837771375311,1,0,1,-0.031779568418903,1.59503082912623
10,32.1171104708644,1,0,1,-0.031779568418903,1.68365340678553
10,26.7837771375311,1,0,1,-0.031779568418903,1.31211953521318
11,-20.4298508698363,1,1,0,0.594177158547198,1.6123270138532
11,-21.4298508698363,1,1,0,0.594177158547198,1.65040233468061
12,7.43749302734824,1,0,0,-1.29356532037208,1.81485653933849
12,7.77082636068158,1,0,0,-1.29356532037208,1.61278673049053
13,-16.899561526295,1,0,1,0.264929510486213,0.874706166789354
13,-10.899561526295,1,0,1,0.264929510486213,1.11122464907389
14,-11.4147900395364,1,1,0,-0.372853451724239,1.33210499848195
14,-14.081456706203,1,1,0,-0.372853451724239,0.874916586288678
14,-8.08145670620305,1,1,0,-0.372853451724239,1.51017542688528
14,-12.081456706203,1,1,0,-0.372853451724239,1.19178716245614
15,16.4440358348397,1,1,0,-0.461030049476038,1.40040219976611
15,14.777369168173,1,1,0,-0.461030049476038,1.22031258105323
15,12.777369168173,1,1,0,-0.461030049476038,0.955012346316476
16,-7.11819829097405,1,0,0,0.480835428781584,1.21714103167578
16,-13.4515316243074,1,0,0,0.480835428781584,0.861349981631249
17,1.05447055810342,1,1,1,1.66780952992168,0.972566137220231
17,-1.94552944189658,1,1,1,1.66780952992168,0.875858140345036
17,5.05447055810341,1,1,1,1.66780952992168,1.26168607284283
17,3.72113722477008,1,1,1,1.66780952992168,1.15977345990383
18,1.90752848093239,1,1,1,1.04498033118141,1.85492543276185
18,-0.759138185734271,1,1,1,1.04498033118141,1.61735653597275
18,-5.42580485240093,1,1,1,1.04498033118141,1.17965365868391
19,7.42199586542394,1,1,0,0.218856803182109,1.70551023648001
19,8.08866253209061,1,1,0,0.218856803182109,1.69001052287362
20,23.998902235357,1,1,1,0.614712786246101,1.87594483411921
20,23.6655689020237,1,1,1,0.614712786246101,1.90709382284294
21,-17.7692509896508,1,1,1,2.03098645138709,0.858078826141125
21,-18.7692509896508,1,1,1,2.03098645138709,0.753019657949127
21,-24.7692509896508,1,1,1,2.03098645138709,0.875766577509093
21,-18.7692509896508,1,1,1,2.03098645138709,0.753019657949127
21,-21.4359176563174,1,1,1,2.03098645138709,0.869503140746414
21,-17.4359176563174,1,1,1,2.03098645138709,0.700522241986647
22,22.084290569439,1,1,1,-3.04601067504351,1.78506477512034
22,21.084290569439,1,1,1,-3.04601067504351,1.4707171556612
23,14.5722278889849,1,0,0,0.259630851901475,1.21738985560617
23,14.9055612223182,1,0,0,0.259630851901475,1.24274618233238
24,-30.8737960514311,1,0,0,0.527785899978935,0.787863131967156
24,-30.8737960514311,1,0,0,0.527785899978935,0.787863131967156
24,-26.8737960514311,1,0,0,0.527785899978935,0.874564220068879
24,-28.5404627180977,1,0,0,0.527785899978935,0.91456815295577
24,-25.2071293847644,1,0,0,0.527785899978935,0.924737998856824
25,7.0618934947589,1,1,1,0.723784052728049,0.802511934070695
25,8.39522682809223,1,1,1,0.723784052728049,0.790300592864037
25,1.72856016142557,1,1,1,0.723784052728049,0.685318822925825
26,4.1099312371538,1,0,0,0.131324226767598,1.92398321218022
26,-0.890068762846192,1,0,0,0.131324226767598,1.51515691278033
26,3.1099312371538,1,0,0,0.131324226767598,1.88153178828835
26,4.1099312371538,1,0,0,0.131324226767598,1.92398321218022
26,7.1099312371538,1,0,0,0.131324226767598,1.77034567854384
26,6.1099312371538,1,0,0,0.131324226767598,1.88661877404736
27,-7.49531943298811,1,1,1,-0.0467691790302535,0.696104685630164
27,-4.49531943298812,1,1,1,-0.0467691790302535,0.879738997940176
28,-6.70867015283161,1,1,1,-0.321712541219812,0.850721625097398
28,-7.04200348616494,1,1,1,-0.321712541219812,0.843544442414303
29,-3.10172920623651,1,1,1,-0.144126056004403,0.96005332188579
29,-4.43506253956984,1,1,1,-0.144126056004403,0.875704120025188
29,-7.43506253956984,1,1,1,-0.144126056004403,1.01444016593638
30,-5.46039705811507,1,0,0,0.122708341822965,1.64382003108963
30,-7.46039705811507,1,0,0,0.122708341822965,1.43913992103051
30,-9.46039705811507,1,0,0,0.122708341822965,1.16025322729517
30,-7.7937303914484,1,0,0,0.122708341822965,1.2218846069175
30,-6.46039705811507,1,0,0,0.122708341822965,1.34087617158983
30,-5.46039705811507,1,0,0,0.122708341822965,1.64382003108963
31,14.1619205639384,1,0,0,1.66487232234901,1.76807844402235
31,22.4952538972717,1,0,0,1.66487232234901,1.77006585782384
31,19.828587230605,1,0,0,1.66487232234901,1.8422105038781
32,15.2841560120699,1,0,0,0.396056436573256,1.63073225617436
32,11.6174893454032,1,0,0,0.396056436573256,1.45751763652963
32,17.2841560120699,1,0,0,0.396056436573256,1.91562216580177
32,13.9508226787366,1,0,0,0.396056436573256,1.7408125231909
32,13.2841560120699,1,0,0,0.396056436573256,1.3845447843201
32,9.95082267873656,1,0,0,0.396056436573256,1.33179576691877
33,-6.21270806461183,1,0,0,0.0274431737355011,1.17428423207279
33,-12.8793747312785,1,0,0,0.0274431737355011,0.805372195053303
34,2.86702172152063,1,0,1,0.383324854099163,1.0274625818706
34,3.5336883881873,1,0,1,0.383324854099163,0.79752819783043
35,26.4949300558115,1,1,1,0.69852639421716,1.79731468094428
35,29.1615967224782,1,1,1,0.69852639421716,1.86292146351283
36,36.0058770803175,1,0,1,-0.295139129015803,1.59720635953172
36,36.6725437469842,1,0,1,-0.295139129015803,1.45225907604964
36,34.0058770803175,1,0,1,-0.295139129015803,1.51076197776409
36,30.6725437469842,1,0,1,-0.295139129015803,1.30110311411318
37,24.174856317235,1,0,1,-0.284408795941912,1.88502358793712
37,20.8415229839017,1,0,1,-0.284408795941912,1.82372999280699
37,15.8415229839017,1,0,1,-0.284408795941912,1.43875309004043
38,-2.61529302887631,1,1,1,-1.115308503688,0.998770843007838
38,-1.94862636220965,1,1,1,-1.115308503688,1.03068554353027
39,-12.641251674653,1,0,0,-0.385160258713148,0.865925109586883
39,-14.641251674653,1,0,0,-0.385160258713148,0.88933521703184
40,1.40829357596411,1,0,0,-0.651292220198683,1.47642856523797
40,4.74162690929744,1,0,0,-0.651292220198683,1.33203271989189
40,3.74162690929744,1,0,0,-0.651292220198683,1.43831333140585
40,-3.92503975736922,1,0,0,-0.651292220198683,1.21308783848272
40,-3.25837309070255,1,0,0,-0.651292220198683,1.41932863391472
41,20.5773293332969,1,0,1,0.761313840715014,1.63911706869592
41,17.5773293332969,1,0,1,0.761313840715014,1.80538186908554
42,-16.087997671602,1,1,0,-0.560128054198531,0.791525218820821
42,-16.7546643382687,1,1,0,-0.560128054198531,0.900361275405014
43,18.1917597009965,1,0,1,-0.679705169395458,1.44334689530322
43,22.5250930343298,1,0,1,-0.679705169395458,1.87091382449514
44,7.68591104765176,1,1,0,0.393333508019533,1.22101753442949
44,12.3525777143184,1,1,0,0.393333508019533,1.9003142495679
44,12.0192443809851,1,1,0,0.393333508019533,1.89416053281224
45,11.190156538311,1,0,1,0.445962848465039,1.47268813904465
45,11.190156538311,1,0,1,0.445962848465039,1.47268813904465
45,12.190156538311,1,0,1,0.445962848465039,1.69030638697996
45,14.190156538311,1,0,1,0.445962848465039,1.99522263771651
45,7.85682320497767,1,0,1,0.445962848465039,1.3216255357787
46,-23.1373711077233,1,0,1,1.64910578017519,0.887011022805027
46,-21.4707044410567,1,0,1,1.64910578017519,1.06971334055037
46,-27.1373711077233,1,0,1,1.64910578017519,0.649440412400545
47,-15.1034255345792,1,0,1,-0.880439811505907,1.60899528257732
47,-16.7700922012459,1,0,1,-0.880439811505907,1.40710716567111
47,-14.1034255345792,1,0,1,-0.880439811505907,1.67894476075298
48,11.7935547284508,1,0,1,1.36059903461615,1.95521461615497
48,10.4602213951175,1,0,1,1.36059903461615,1.86542204445022
48,8.46022139511748,1,0,1,1.36059903461615,1.64421780453076
49,-11.2389666834499,1,1,0,0.638569654803157,0.872808577303219
49,-11.2389666834499,1,1,0,0.638569654803157,0.872808577303219
50,-35.7600070373065,1,1,1,-0.345099350980911,0.850769812065474
50,-31.0933403706398,1,1,1,-0.345099350980911,1.03648431789431
51,32.7449904178793,1,0,0,0.625467188368519,1.80779178901249
51,35.7449904178793,1,0,0,0.625467188368519,1.74116502952326
51,32.7449904178793,1,0,0,0.625467188368519,1.80779178901249
51,30.4116570845459,1,0,0,0.625467188368519,1.54668134213721
51,33.4116570845459,1,0,0,0.625467188368519,1.69506326258819
51,29.7449904178793,1,0,0,0.625467188368519,1.46778859327219
52,-21.4085827516274,1,1,0,1.6900937754869,0.973425433150423
52,-24.7419160849607,1,1,0,1.6900937754869,0.650956726536634
52,-20.0752494182941,1,1,0,1.6900937754869,0.776657644892956
52,-18.0752494182941,1,1,0,1.6900937754869,0.843091321367088
52,-21.4085827516274,1,1,0,1.6900937754869,0.973425433150423
53,8.68302442070889,1,0,1,0.761331244132537,0.901039243899513
53,6.68302442070889,1,0,1,0.761331244132537,0.610278921122568
54,10.8007595335016,1,1,1,0.784911183058445,1.84937948792937
54,14.8007595335016,1,1,1,0.784911183058445,2.06510570406365
54,12.8007595335016,1,1,1,0.784911183058445,1.91465224274062
55,8.68326929581781,1,0,1,1.16453644924858,0.825615089526329
55,4.34993596248448,1,0,1,1.16453644924858,0.915845477957529
55,10.6832692958178,1,0,1,1.16453644924858,0.76223686328976
55,10.0166026291511,1,0,1,1.16453644924858,0.707039772998555
56,-0.279495556748235,1,0,0,0.924262343101988,1.01406875083372
56,4.72050444325176,1,0,0,0.924262343101988,1.41539622128204
56,2.0538377765851,1,0,0,0.924262343101988,1.1712286839546
57,12.4419052193185,1,1,1,0.998535538528425,1.48074808096935
57,12.4419052193185,1,1,1,0.998535538528425,1.48074808096935
57,19.1085718859851,1,1,1,0.998535538528425,2.05370402799337
57,12.4419052193185,1,1,1,0.998535538528425,1.48074808096935
57,16.4419052193185,1,1,1,0.998535538528425,1.763605889921
58,-29.2528380787283,1,1,0,0.445003765391574,1.43430584892727
58,-25.5861714120616,1,1,0,0.445003765391574,1.89208785407018
59,-8.58551182092944,1,1,0,1.9105268064579,0.866975559551523
59,-4.58551182092944,1,1,0,1.9105268064579,0.897715332592196
59,-6.58551182092944,1,1,0,1.9105268064579,0.766441785862748
59,-7.2521784875961,1,1,0,1.9105268064579,0.664431726066859
60,1.10853023502094,1,1,1,-0.634323350479879,1.67693881398985
60,7.7751969016876,1,1,1,-0.634323350479879,1.75886558468963
61,8.27392741951036,1,1,0,1.20967288992233,2.24512772142771
61,3.27392741951036,1,1,0,1.20967288992233,1.72182274846299
61,7.94059408617703,1,1,0,1.20967288992233,1.99996128237318
62,-10.940926588679,1,1,1,-0.677474231988839,0.778306607136291
62,-8.94092658867896,1,1,1,-0.677474231988839,0.956656867721005
63,-1.8093905056581,1,0,1,-0.881667388125428,1.31502431927738
63,-6.8093905056581,1,0,1,-0.881667388125428,0.816176206983671
63,0.857276161008563,1,0,1,-0.881667388125428,1.32470901317484
63,-2.47605717232477,1,0,1,-0.881667388125428,1.15018302020296
64,-0.212619170075607,1,1,1,0.965661292915904,1.4937882865071
64,3.12071416325772,1,1,1,0.965661292915904,1.85804421252725
64,1.78738082992439,1,1,1,0.965661292915904,1.95432058980924
65,8.91234495477782,1,1,1,-0.558884669953521,1.14652970276752
65,-0.420988378555505,1,1,1,-0.558884669953521,0.863898158912949
65,4.24567828811116,1,1,1,-0.558884669953521,0.886727905039487
66,13.0851981084768,1,0,0,-0.0642562376668848,1.46451867537434
66,22.7518647751434,1,0,0,-0.0642562376668848,1.83241868022153
67,20.8055191735669,1,1,1,-0.481641026571498,1.90061494595197
67,22.8055191735669,1,1,1,-0.481641026571498,2.03929156838289
68,0.360922760998275,1,1,1,-0.824891146584526,0.88256847363508
68,0.360922760998275,1,1,1,-0.824891146584526,0.88256847363508
69,15.6256694466573,1,0,1,0.504616144853544,1.23218807940964
69,15.292336113324,1,0,1,0.504616144853544,1.02791405074834
69,18.6256694466573,1,0,1,0.504616144853544,1.36052667824575
70,-6.27664529146503,1,1,1,-0.845696339856459,0.931700130421031
70,-5.27664529146503,1,1,1,-0.845696339856459,0.799389868763724
71,-2.77500062338332,1,0,1,-1.07804800954684,1.26563069944877
71,-4.77500062338331,1,0,1,-1.07804800954684,1.35109545016158
72,-5.85431840532492,1,1,1,0.824466833264645,1.61797945729107
72,-8.52098507199158,1,1,1,0.824466833264645,0.970835630828222
72,-10.5209850719916,1,1,1,0.824466833264645,1.06028150502825
72,-9.52098507199158,1,1,1,0.824466833264645,1.08774362031958
73,8.16673544322072,1,1,0,0.277628516354934,1.98751836166637
73,4.50006877655405,1,1,0,0.277628516354934,1.92258754123542
74,-2.88939267711911,1,1,0,-0.755661220648657,0.805733630451693
74,0.443940656214222,1,1,0,-0.755661220648657,1.03390186077542
74,-1.22272601045244,1,1,0,-0.755661220648657,0.993708248631716
74,3.11060732288089,1,1,0,-0.755661220648657,1.19474709676789
74,1.77727398954755,1,1,0,-0.755661220648657,1.17827224144716
75,25.8621253279732,1,1,1,0.518433826868256,1.00688401130048
75,29.8621253279732,1,1,1,0.518433826868256,1.3725484499591
75,28.8621253279732,1,1,1,0.518433826868256,1.18233876295196
75,33.8621253279732,1,1,1,0.518433826868256,1.93024863163924
75,28.8621253279732,1,1,1,0.518433826868256,1.18233876295196
75,27.1954586613065,1,1,1,0.518433826868256,1.06108923448768
76,40.2246010993348,1,0,1,1.68602545502255,1.72606223444123
76,42.8912677660014,1,0,1,1.68602545502255,1.95428837824627
76,35.5579344326681,1,0,1,1.68602545502255,1.37125192704435
77,0.457449451869384,1,1,0,-0.0450402414295235,1.00116850654435
77,3.45744945186938,1,1,0,-0.0450402414295235,1.40409933816472
78,-25.2026413047672,1,1,0,0.540593804497693,0.696327362335012
78,-26.2026413047672,1,1,0,0.540593804497693,0.737889247794474
78,-20.8693079714339,1,1,0,0.540593804497693,1.09687426633752
79,-24.7684330378526,1,1,0,1.36315875526905,1.17076097948375
79,-20.4350997045193,1,1,0,1.36315875526905,1.93027905334501
79,-29.1017663711859,1,1,0,1.36315875526905,0.692320200643902
80,-16.0978792367344,1,0,0,-2.27894438880481,1.23750994546983
80,-20.764545903401,1,0,0,-2.27894438880481,1.24123356491418
81,19.7187593872741,1,1,1,0.730723718792047,1.87316521309353
81,22.7187593872741,1,1,1,0.730723718792047,1.91203347066763
81,24.7187593872741,1,1,1,0.730723718792047,1.99579879565299
82,0.586375839977325,1,1,1,-1.47471186259968,0.715598476471998
82,4.58637583997732,1,1,1,-1.47471186259968,0.904835760542244
82,-1.08029082668934,1,1,1,-1.47471186259968,0.93119936204366
83,-2.76516888458173,1,0,1,-0.5382353313755,0.87553680023448
83,-3.09850221791507,1,0,1,-0.5382353313755,0.761161530261354
84,10.4771799386343,1,1,0,0.824661578187886,1.94136298760111
84,10.4771799386343,1,1,0,0.824661578187886,1.94136298760111
84,10.4771799386343,1,1,0,0.824661578187886,1.94136298760111
84,7.81051327196762,1,1,0,0.824661578187886,1.78038964439409
85,-34.8675860324414,1,1,0,-0.448351501081861,1.01292960518007
85,-29.2009193657747,1,1,0,-0.448351501081861,1.05057859288163
85,-36.534252699108,1,1,0,-0.448351501081861,0.650062967024216
85,-37.2009193657747,1,1,0,-0.448351501081861,0.962190143541748
85,-36.2009193657747,1,1,0,-0.448351501081861,0.854349343841997
85,-30.534252699108,1,1,0,-0.448351501081861,1.00553185637145
86,-8.44182233313088,1,0,0,-1.85331622543341,1.19857873720425
86,-7.77515566646422,1,0,0,-1.85331622543341,1.24023322827467
87,-18.7369088046579,1,1,0,0.511582977688389,0.85196326908103
87,-16.0702421379912,1,1,0,0.511582977688389,0.550258912125892
87,-12.7369088046579,1,1,0,0.511582977688389,1.16428665103512
87,-16.4035754713245,1,1,0,0.511582977688389,0.886207797344167
88,-17.4631690917281,1,0,1,1.09240720926082,1.01214008647156
88,-17.7965024250615,1,0,1,1.09240720926082,1.01724691681148
89,-2.0451882785752,1,0,0,0.0520724107198977,1.31053347088879
89,2.95481172142479,1,0,0,0.0520724107198977,1.60697571889293
89,0.621478388091459,1,0,0,0.0520724107198977,1.35510981678392
90,42.8434246663917,1,1,1,-0.673560681781964,1.62677259542394
90,42.5100913330583,1,1,1,-0.673560681781964,1.3324847317946
91,-0.87267347377221,1,1,1,-1.15859767395551,1.74901811113106
91,-4.87267347377221,1,1,1,-1.15859767395551,1.60720817922364
92,2.70515171092165,1,1,0,0.364675096752351,1.9781892873607
92,-1.96151495574501,1,1,0,0.364675096752351,1.71577728439385
